"","OBEC","NAZEVOBCE","NAZEVNUTS","HLASY_07","PL_HL_CELK","zeman_pct"
"5200",562815,"Dunajovice","Jindřichův Hradec",36,107,33.6448598130841
"5201",552933,"Radimovice u Želče","Tábor",78,232,33.6206896551724
"5202",587923,"Stará Říše","Jihlava",118,351,33.6182336182336
"5203",533823,"Veletov","Kolín",40,119,33.6134453781513
"5204",535800,"Libníč","České Budějovice",82,244,33.6065573770492
"5205",582191,"Pamětice","Blansko",43,128,33.59375
"5206",549584,"Mirotice","Písek",176,524,33.587786259542
"5207",558435,"Štěnovice","Plzeň-jih",352,1048,33.587786259542
"5208",579424,"Kunčice nad Labem","Trutnov",91,271,33.5793357933579
"5209",532428,"Jemníky","Kladno",46,137,33.5766423357664
"5210",547441,"Volfířov","Jindřichův Hradec",140,417,33.5731414868106
"5211",577014,"Bradlecká Lhota","Semily",49,146,33.5616438356164
"5212",531944,"Vráž","Beroun",202,602,33.5548172757475
"5213",553263,"Vesce","Tábor",51,152,33.5526315789474
"5214",549797,"Přeštěnice","Písek",53,158,33.5443037974684
"5215",587117,"Čížov","Jihlava",53,158,33.5443037974684
"5216",513369,"Přehvozdí","Kolín",56,167,33.5329341317365
"5217",573639,"Třtěnice","Jičín",56,167,33.5329341317365
"5218",574716,"Pardubice I","Pardubice",3143,9376,33.5217576791809
"5219",570826,"Kosmonosy","Mladá Boleslav",783,2336,33.5188356164384
"5220",544761,"Lipí","České Budějovice",122,364,33.5164835164835
"5221",575763,"Strašov","Pardubice",61,182,33.5164835164835
"5222",563510,"Jablonec nad Nisou","Jablonec nad Nisou",7346,21918,33.5158317364723
"5223",533254,"Černé Voděrady","Praha-východ",62,185,33.5135135135135
"5224",534803,"Hořín","Mělník",126,376,33.5106382978723
"5225",598712,"Kojčice","Pelhřimov",63,188,33.5106382978723
"5226",545805,"Soběnov","Český Krumlov",66,197,33.502538071066
"5227",574155,"Jetřichov","Náchod",66,197,33.502538071066
"5228",538116,"Děpoltovice","Karlovy Vary",68,203,33.4975369458128
"5229",579327,"Choustníkovo Hradiště","Trutnov",74,221,33.4841628959276
"5230",537152,"Hořátev","Nymburk",151,451,33.4811529933481
"5231",577685,"Vyskeř","Semily",83,248,33.4677419354839
"5232",586285,"Kozojídky","Hodonín",97,290,33.448275862069
"5233",581453,"Bukovinka","Blansko",107,320,33.4375
"5234",538108,"Brázdim","Praha-východ",121,362,33.4254143646409
"5235",551198,"Brno-Bystrc","Brno-město",4228,12653,33.4150003951632
"5236",576212,"České Meziříčí","Rychnov nad Kněžnou",292,875,33.3714285714286
"5237",531677,"Lobeč","Mělník",23,69,33.3333333333333
"5238",537403,"Křečkov","Nymburk",65,195,33.3333333333333
"5239",537748,"Ratenice","Kolín",93,279,33.3333333333333
"5240",544710,"Vincencov","Prostějov",27,81,33.3333333333333
"5241",548588,"Okrouhlička","Havlíčkův Brod",41,123,33.3333333333333
"5242",549045,"Velký Rybník","Pelhřimov",34,102,33.3333333333333
"5243",549622,"Lípa","Zlín",162,486,33.3333333333333
"5244",550060,"Zhoř","Písek",55,165,33.3333333333333
"5245",561347,"Martinice u Onšova","Pelhřimov",14,42,33.3333333333333
"5246",561436,"Polesí","Pelhřimov",18,54,33.3333333333333
"5247",565822,"Mohelnice nad Jizerou","Mladá Boleslav",17,51,33.3333333333333
"5248",571067,"Doubravička","Mladá Boleslav",26,78,33.3333333333333
"5249",572616,"Tržek","Svitavy",31,93,33.3333333333333
"5250",576310,"Chleny","Rychnov nad Kněžnou",45,135,33.3333333333333
"5251",576794,"Sněžné","Rychnov nad Kněžnou",30,90,33.3333333333333
"5252",582492,"Štěchov","Blansko",36,108,33.3333333333333
"5253",587419,"Kostelní Myslová","Jihlava",13,39,33.3333333333333
"5254",590649,"Horní Újezd","Třebíč",55,165,33.3333333333333
"5255",598631,"Kamenný Malíkov","Jindřichův Hradec",14,42,33.3333333333333
"5256",598976,"Čenkov u Bechyně","České Budějovice",13,39,33.3333333333333
"5257",599298,"Drahenice","Příbram",28,84,33.3333333333333
"5258",554014,"Návsí","Frýdek-Místek",645,1937,33.2989158492514
"5259",551252,"Brno-Maloměřice a Obřany","Brno-město",925,2778,33.297336213103
"5260",540498,"Kosova Hora","Příbram",219,658,33.2826747720365
"5261",551112,"Brno-Nový Lískovec","Brno-město",1835,5514,33.2789263692419
"5262",592536,"Prakšice","Uherské Hradiště",194,583,33.2761578044597
"5263",552593,"Malenovice","Frýdek-Místek",141,424,33.2547169811321
"5264",551678,"Radošovice","Strakonice",114,343,33.2361516034985
"5265",505609,"Velká Bystřice","Olomouc",553,1664,33.2331730769231
"5266",570231,"Lhota pod Libčany","Hradec Králové",182,548,33.2116788321168
"5267",577910,"Budislav","Svitavy",86,259,33.2046332046332
"5268",552828,"Planá nad Lužnicí","Tábor",675,2034,33.1858407079646
"5269",547492,"Pelhřimov","Pelhřimov",2842,8565,33.1815528312901
"5270",547646,"Velké Poříčí","Náchod",419,1263,33.1749802058591
"5271",576891,"Voděrady","Rychnov nad Kněžnou",133,401,33.1670822942643
"5272",568660,"Havlíčkova Borová","Havlíčkův Brod",180,543,33.1491712707182
"5273",534447,"Chodouň","Beroun",119,359,33.1476323119777
"5274",564443,"Svijany","Liberec",56,169,33.1360946745562
"5275",544523,"Hosín","České Budějovice",160,483,33.1262939958592
"5276",585211,"Fryšták","Zlín",684,2065,33.1234866828087
"5277",573299,"Pecka","Jičín",241,728,33.1043956043956
"5278",585289,"Hvozdná","Zlín",234,707,33.0975954738331
"5279",574431,"Slavětín nad Metují","Náchod",46,139,33.0935251798561
"5280",532924,"Bukovany","Benešov",122,369,33.0623306233062
"5281",558486,"Útušice","Plzeň-jih",122,369,33.0623306233062
"5282",546852,"Černěves","Litoměřice",38,115,33.0434782608696
"5283",553085,"Skopytce","Tábor",37,112,33.0357142857143
"5284",582875,"Braníškov","Brno-venkov",37,112,33.0357142857143
"5285",578622,"Příluka","Svitavy",36,109,33.0275229357798
"5286",547336,"Třeboň","Jindřichův Hradec",1577,4775,33.0261780104712
"5287",540790,"Nalžovice","Příbram",104,315,33.015873015873
"5288",584126,"Viničné Šumice","Brno-venkov",242,733,33.0150068212824
"5289",564745,"Dobříň","Litoměřice",103,312,33.0128205128205
"5290",580066,"České Petrovice","Ústí nad Orlicí",34,103,33.0097087378641
"5291",545236,"Zašová","Vsetín",505,1530,33.0065359477124
"5292",534129,"Kácov","Kutná Hora",134,406,33.0049261083744
"5293",539970,"Borotice","Příbram",66,200,33
"5294",539015,"Vodochody","Praha-východ",96,291,32.9896907216495
"5295",536601,"Kocelovice","Strakonice",31,94,32.9787234042553
"5296",551317,"Brno-Chrlice","Brno-město",588,1783,32.9781267526641
"5297",577073,"Háje nad Jizerou","Semily",121,367,32.9700272479564
"5298",583391,"Modřice","Brno-venkov",807,2448,32.9656862745098
"5299",592439,"Nivnice","Uherské Hradiště",591,1793,32.9615170105968
"5300",564231,"Mníšek","Liberec",254,771,32.9442282749676
"5301",509191,"Cep","Jindřichův Hradec",27,82,32.9268292682927
"5302",591912,"Vlčatín","Třebíč",27,82,32.9268292682927
"5303",581151,"Vraclav","Ústí nad Orlicí",134,407,32.9238329238329
"5304",548286,"Knyk","Havlíčkův Brod",80,243,32.9218106995885
"5305",561371,"Krasíkovice","Pelhřimov",26,79,32.9113924050633
"5306",564630,"Sedlice","Příbram",51,155,32.9032258064516
"5307",565938,"Žabovřesky nad Ohří","Litoměřice",51,155,32.9032258064516
"5308",548464,"Nový Rychnov","Pelhřimov",176,535,32.8971962616822
"5309",549967,"Hačky","Prostějov",24,73,32.8767123287671
"5310",558851,"Dýšina","Plzeň-město",288,876,32.8767123287671
"5311",573817,"Smrček","Chrudim",24,73,32.8767123287671
"5312",584045,"Újezd u Brna","Brno-venkov",611,1859,32.8671328671329
"5313",544345,"Proseč pod Ještědem","Liberec",70,213,32.8638497652582
"5314",548669,"Rohenice","Rychnov nad Kněžnou",46,140,32.8571428571429
"5315",533505,"Lošany","Kolín",45,137,32.8467153284672
"5316",578452,"Nedvězí","Svitavy",44,134,32.8358208955224
"5317",592510,"Polešovice","Uherské Hradiště",350,1066,32.8330206378987
"5318",556882,"Rabštejnská Lhota","Chrudim",150,457,32.8227571115974
"5319",549401,"Pozlovice","Zlín",233,710,32.8169014084507
"5320",529729,"Kvítkovice","České Budějovice",21,64,32.8125
"5321",541451,"Třebsko","Příbram",41,125,32.8
"5322",534676,"Mělník","Mělník",3117,9504,32.7967171717172
"5323",531464,"Loděnice","Beroun",294,897,32.7759197324415
"5324",537144,"Dvory","Prachatice",19,58,32.7586206896552
"5325",574368,"Přibyslav","Náchod",38,116,32.7586206896552
"5326",573515,"Kunětice","Pardubice",55,168,32.7380952380952
"5327",544272,"Borek","České Budějovice",309,944,32.7330508474576
"5328",579513,"Malé Svatoňovice","Trutnov",326,996,32.7309236947791
"5329",583260,"Lažánky","Brno-venkov",143,437,32.7231121281465
"5330",572977,"Dubany","Pardubice",53,162,32.7160493827161
"5331",552330,"Hlásnice","Olomouc",35,107,32.7102803738318
"5332",533360,"Jestřabí Lhota","Kolín",86,263,32.6996197718631
"5333",572276,"Sobětuchy","Chrudim",172,526,32.6996197718631
"5334",566373,"Pelechy","Domažlice",17,52,32.6923076923077
"5335",581143,"Voděrady","Ústí nad Orlicí",68,208,32.6923076923077
"5336",586731,"Věteřov","Hodonín",84,257,32.6848249027237
"5337",580376,"Jablonné nad Orlicí","Ústí nad Orlicí",519,1588,32.6826196473552
"5338",566055,"Vřeskovice","Klatovy",50,153,32.6797385620915
"5339",584151,"Vranov","Brno-venkov",149,456,32.6754385964912
"5340",563773,"Radčice","Jablonec nad Nisou",33,101,32.6732673267327
"5341",536261,"Loukovec","Mladá Boleslav",49,150,32.6666666666667
"5342",592781,"Vážany","Uherské Hradiště",81,248,32.6612903225806
"5343",545988,"Plzeň 2-Slovany","Plzeň-město",5427,16617,32.6593247878678
"5344",539988,"Bratkovice","Příbram",48,147,32.6530612244898
"5345",562548,"Bednárec","Jindřichův Hradec",16,49,32.6530612244898
"5346",529818,"Chotýšany","Benešov",95,291,32.6460481099656
"5347",541257,"Rybníky","Příbram",78,239,32.6359832635983
"5348",550825,"Holubice","Vyškov",202,619,32.6332794830372
"5349",531090,"Březová","Beroun",62,190,32.6315789473684
"5350",535451,"Benátky nad Jizerou","Mladá Boleslav",1090,3341,32.6249625860521
"5351",573175,"Miletín","Jičín",164,503,32.6043737574553
"5352",544744,"Libín","České Budějovice",74,227,32.5991189427313
"5353",587486,"Malý Beranov","Jihlava",117,359,32.5905292479109
"5354",537047,"Bříství","Nymburk",58,178,32.5842696629214
"5355",533092,"Zákolany","Kladno",100,307,32.5732899022801
"5356",530441,"Poříčí nad Sázavou","Benešov",214,657,32.572298325723
"5357",579971,"Bystřec","Ústí nad Orlicí",214,657,32.572298325723
"5358",533416,"Kostelec nad Černými lesy","Praha-východ",597,1833,32.569558101473
"5359",508004,"Roseč","Jindřichův Hradec",42,129,32.5581395348837
"5360",533734,"Tismice","Kolín",70,215,32.5581395348837
"5361",536199,"Dobšice","České Budějovice",14,43,32.5581395348837
"5362",561487,"Střítež pod Křemešníkem","Pelhřimov",14,43,32.5581395348837
"5363",578061,"Ostřetice","Klatovy",14,43,32.5581395348837
"5364",584142,"Vojkovice","Brno-venkov",209,642,32.5545171339564
"5365",537705,"Poříčany","Kolín",260,799,32.540675844806
"5366",513482,"Vysoký Újezd","Benešov",41,126,32.5396825396825
"5367",531332,"Koněprusy","Beroun",41,126,32.5396825396825
"5368",555118,"Pardubice VII","Pardubice",1070,3290,32.5227963525836
"5369",544736,"Ledenice","České Budějovice",412,1268,32.4921135646688
"5370",565741,"Travčice","Litoměřice",103,317,32.4921135646688
"5371",551058,"Brno-Židenice","Brno-město",3191,9824,32.48167752443
"5372",537721,"Přerov nad Labem","Nymburk",202,622,32.475884244373
"5373",568261,"Budišovice","Opava",126,388,32.4742268041237
"5374",570541,"Osičky","Hradec Králové",25,77,32.4675324675325
"5375",571920,"Nové Hrady","Ústí nad Orlicí",50,154,32.4675324675325
"5376",571121,"Niměřice","Mladá Boleslav",49,151,32.4503311258278
"5377",559580,"Vejprnice","Plzeň-sever",681,2100,32.4285714285714
"5378",537861,"Stratov","Nymburk",83,256,32.421875
"5379",540285,"Hřiměždice","Příbram",71,219,32.4200913242009
"5380",548383,"Mladé Bříště","Pelhřimov",47,145,32.4137931034483
"5381",564893,"Hrobce","Litoměřice",103,318,32.3899371069182
"5382",542164,"Nové Strašecí","Rakovník",874,2699,32.3823638384587
"5383",593214,"Křenovice","Vyškov",340,1050,32.3809523809524
"5384",574341,"Police nad Metují","Náchod",674,2083,32.3571771483437
"5385",573337,"Dřevěnice","Jičín",44,136,32.3529411764706
"5386",576689,"Přepychy","Rychnov nad Kněžnou",98,303,32.3432343234323
"5387",559199,"Plzeň 9-Malesice","Plzeň-město",129,399,32.3308270676692
"5388",587761,"Radkov","Jihlava",43,133,32.3308270676692
"5389",551244,"Brno-Řečkovice a Mokrá Hora","Brno-město",2649,8194,32.3285330729802
"5390",530204,"Mrač","Benešov",139,430,32.3255813953488
"5391",556904,"Liberec (nečleněné město)","Liberec",14589,45137,32.3215986884374
"5392",534871,"Velenka","Nymburk",53,164,32.3170731707317
"5393",574422,"Slatina nad Úpou","Náchod",63,195,32.3076923076923
"5394",584240,"Žatčany","Brno-venkov",147,455,32.3076923076923
"5395",535494,"Úsilné","České Budějovice",80,248,32.258064516129
"5396",566071,"Všekary","Domažlice",20,62,32.258064516129
"5397",569771,"Suchonice","Olomouc",30,93,32.258064516129
"5398",537624,"Ostrá","Nymburk",99,307,32.2475570032573
"5399",538086,"Bořanovice","Praha-východ",147,456,32.2368421052632
"5400",530484,"Jeřmanice","Liberec",88,273,32.2344322344322
"5401",581062,"Tisová","Ústí nad Orlicí",107,332,32.2289156626506
"5402",553166,"Sudoměřice u Bechyně","Tábor",135,419,32.2195704057279
"5403",548791,"Chlístov","Rychnov nad Kněžnou",19,59,32.2033898305085
"5404",574023,"Dolní Radechová","Náchod",142,441,32.1995464852608
"5405",549452,"Chyšky","Písek",187,581,32.1858864027539
"5406",536466,"Mačkov","Strakonice",28,87,32.183908045977
"5407",540781,"Mokrovraty","Příbram",130,404,32.1782178217822
"5408",533220,"Břežany II","Kolín",109,339,32.1533923303835
"5409",529524,"Čejkovice","Kutná Hora",9,28,32.1428571428571
"5410",530263,"Nespeky","Benešov",126,392,32.1428571428571
"5411",577031,"Bukovina u Čisté","Semily",36,112,32.1428571428571
"5412",592196,"Hostějov","Uherské Hradiště",9,28,32.1428571428571
"5413",595730,"Jabloňov","Žďár nad Sázavou",63,196,32.1428571428571
"5414",539562,"Pohoří","Praha-západ",62,193,32.1243523316062
"5415",544485,"Hluboká nad Vltavou","České Budějovice",891,2774,32.1196827685652
"5416",578355,"Lubná","Svitavy",193,601,32.1131447587354
"5417",538779,"Sluhy","Praha-východ",113,352,32.1022727272727
"5418",579157,"Dolní Kalná","Trutnov",120,374,32.0855614973262
"5419",535079,"Nelahozeves","Mělník",317,988,32.085020242915
"5420",567051,"Bělušice","Most",111,346,32.0809248554913
"5421",544531,"Čtveřín","Liberec",85,265,32.0754716981132
"5422",530760,"Teplýšovice","Benešov",93,290,32.0689655172414
"5423",565555,"Roudnice nad Labem","Litoměřice",2077,6477,32.0673151150224
"5424",549428,"Hrejkovice","Písek",84,262,32.0610687022901
"5425",580759,"Pastviny","Ústí nad Orlicí",67,209,32.0574162679426
"5426",570991,"Ctiměřice","Mladá Boleslav",25,78,32.0512820512821
"5427",583413,"Moravany","Brno-venkov",466,1454,32.0495185694636
"5428",570371,"Ústí","Vsetín",107,334,32.0359281437126
"5429",512028,"Písek","Frýdek-Místek",295,921,32.0304017372421
"5430",557226,"Písečná","Frýdek-Místek",179,559,32.0214669051878
"5431",579858,"Vrchlabí","Trutnov",2011,6286,31.9917276487432
"5432",588598,"Komárno","Kroměříž",55,172,31.9767441860465
"5433",556891,"Liberec-Vratislavice nad Nisou","Liberec",1291,4038,31.9712729073799
"5434",540846,"Nechvalice","Příbram",116,363,31.9559228650138
"5435",535681,"Borovnice","České Budějovice",23,72,31.9444444444444
"5436",575739,"Starý Mateřov","Pardubice",99,310,31.9354838709677
"5437",531197,"Hlízov","Kutná Hora",105,329,31.9148936170213
"5438",531057,"Beroun","Beroun",2961,9278,31.9142056477689
"5439",585181,"Doubravy","Zlín",96,301,31.8936877076412
"5440",548901,"Bílsko u Hořic","Jičín",22,69,31.8840579710145
"5441",576409,"Králova Lhota","Rychnov nad Kněžnou",44,138,31.8840579710145
"5442",565644,"Mečeříž","Mladá Boleslav",80,251,31.8725099601594
"5443",574686,"Žďár nad Metují","Náchod",108,339,31.858407079646
"5444",536121,"Kosořice","Mladá Boleslav",79,248,31.8548387096774
"5445",544558,"Hrdějovice","České Budějovice",291,914,31.8380743982495
"5446",507610,"Doňov","Jindřichův Hradec",14,44,31.8181818181818
"5447",530964,"Bludov","Kutná Hora",7,22,31.8181818181818
"5448",561240,"Bořetice","Pelhřimov",14,44,31.8181818181818
"5449",571598,"Zájezd","Kladno",21,66,31.8181818181818
"5450",587630,"Ořechov","Jihlava",14,44,31.8181818181818
"5451",545864,"Zlatá Koruna","Český Krumlov",132,415,31.8072289156626
"5452",587176,"Rančířov","Jihlava",69,217,31.7972350230415
"5453",568911,"Měrotín","Olomouc",41,129,31.7829457364341
"5454",530549,"Rataje","Benešov",34,107,31.7757009345794
"5455",548405,"Moraveč","Pelhřimov",34,107,31.7757009345794
"5456",569917,"Černilov","Hradec Králové",414,1303,31.7728319263239
"5457",537781,"Semice","Nymburk",149,469,31.7697228144989
"5458",579564,"Nemojov","Trutnov",113,356,31.7415730337079
"5459",596191,"Níhov","Brno-venkov",46,145,31.7241379310345
"5460",550698,"Zálezly","Prachatice",59,186,31.7204301075269
"5461",564150,"Libochovičky","Kladno",13,41,31.7073170731707
"5462",584304,"Bavory","Břeclav",71,224,31.6964285714286
"5463",535273,"Veltrusy","Mělník",351,1108,31.6787003610108
"5464",552402,"Bukovany","Olomouc",121,382,31.6753926701571
"5465",550574,"Šumavské Hoštice","Prachatice",76,240,31.6666666666667
"5466",571679,"Oplany","Praha-východ",19,60,31.6666666666667
"5467",583430,"Moravské Knínice","Brno-venkov",158,499,31.6633266533066
"5468",571351,"Úholičky","Praha-západ",130,411,31.6301703163017
"5469",553760,"Běstovice","Ústí nad Orlicí",74,234,31.6239316239316
"5470",541800,"Dolní Bečva","Vsetín",306,968,31.6115702479339
"5471",532223,"Doksy","Kladno",274,867,31.603229527105
"5472",568473,"Závišice","Nový Jičín",188,595,31.5966386554622
"5473",535753,"Hůry","České Budějovice",97,307,31.5960912052117
"5474",529851,"Javorník","Benešov",24,76,31.5789473684211
"5475",532614,"Vodslivy","Benešov",18,57,31.5789473684211
"5476",533106,"Trubín","Beroun",78,247,31.5789473684211
"5477",565831,"Vědomice","Litoměřice",156,494,31.5789473684211
"5478",578053,"Horky","Svitavy",24,76,31.5789473684211
"5479",581267,"Žampach","Ústí nad Orlicí",36,114,31.5789473684211
"5480",588041,"Třeštice","Jihlava",30,95,31.5789473684211
"5481",598241,"Pětikozly","Mladá Boleslav",12,38,31.5789473684211
"5482",563633,"Josefův Důl","Jablonec nad Nisou",185,586,31.5699658703072
"5483",585505,"Mysločovice","Zlín",107,339,31.5634218289086
"5484",533548,"Nučice","Praha-východ",65,206,31.5533980582524
"5485",583952,"Šlapanice","Brno-venkov",1274,4038,31.5502724120852
"5486",513661,"Nová Ves","Český Krumlov",64,203,31.5270935960591
"5487",587753,"Tři Studně","Žďár nad Sázavou",29,92,31.5217391304348
"5488",533173,"Barchovice","Kolín",40,127,31.496062992126
"5489",534200,"Miskovice","Kutná Hora",171,543,31.4917127071823
"5490",532096,"Borovnice","Benešov",17,54,31.4814814814815
"5491",560197,"Lažany","Strakonice",17,54,31.4814814814815
"5492",517747,"Skalička","Přerov",90,286,31.4685314685315
"5493",563684,"Loužnice","Jablonec nad Nisou",45,143,31.4685314685315
"5494",593141,"Kobeřice u Brna","Vyškov",118,375,31.4666666666667
"5495",544931,"Študlov","Vsetín",83,264,31.4393939393939
"5496",574074,"Hořičky","Náchod",94,299,31.438127090301
"5497",532258,"Litichovice","Benešov",11,35,31.4285714285714
"5498",513547,"Příčovy","Příbram",60,191,31.413612565445
"5499",577294,"Libštát","Semily",158,503,31.4115308151093
"5500",595390,"Budeč","Žďár nad Sázavou",38,121,31.404958677686
"5501",599123,"Ústrašice","Tábor",65,207,31.4009661835749
"5502",553387,"Hraběšice","Šumperk",27,86,31.3953488372093
"5503",548031,"Dlouhoňovice","Ústí nad Orlicí",129,411,31.3868613138686
"5504",537969,"Otovice","Karlovy Vary",150,478,31.3807531380753
"5505",548235,"Leskovice","Pelhřimov",16,51,31.3725490196078
"5506",576395,"Kounov","Rychnov nad Kněžnou",48,153,31.3725490196078
"5507",587010,"Dlouhá Brtnice","Jihlava",64,204,31.3725490196078
"5508",529613,"Josefův Důl","Mladá Boleslav",53,169,31.3609467455621
"5509",593583,"Slavkov u Brna","Vyškov",1030,3286,31.3451004260499
"5510",530514,"Psáře","Benešov",21,67,31.3432835820896
"5511",538647,"Postřižín","Mělník",147,469,31.3432835820896
"5512",563790,"Rychnov u Jablonce nad Nisou","Jablonec nad Nisou",420,1340,31.3432835820896
"5513",534935,"Kostelec nad Labem","Mělník",581,1854,31.3376483279396
"5514",580686,"Nekoř","Ústí nad Orlicí",177,565,31.3274336283186
"5515",548529,"Kochánov","Havlíčkův Brod",26,83,31.3253012048193
"5516",577341,"Nová Ves nad Popelkou","Semily",109,348,31.3218390804598
"5517",541591,"Vysoký Chlumec","Příbram",145,463,31.317494600432
"5518",562122,"Boudy","Písek",31,99,31.3131313131313
"5519",574279,"Nové Město nad Metují","Náchod",1675,5352,31.296711509716
"5520",581089,"Újezd u Chocně","Ústí nad Orlicí",46,147,31.2925170068027
"5521",574082,"Hronov","Náchod",1005,3213,31.2791783380019
"5522",563579,"Frýdštejn","Jablonec nad Nisou",157,502,31.2749003984064
"5523",532266,"Všechlapy","Benešov",20,64,31.25
"5524",548707,"Vrbice","Rychnov nad Kněžnou",30,96,31.25
"5525",595748,"Javorek","Žďár nad Sázavou",20,64,31.25
"5526",575704,"Staré Hradiště","Pardubice",309,989,31.2436804853387
"5527",578509,"Osík","Svitavy",189,605,31.2396694214876
"5528",536865,"Rovná","Strakonice",44,141,31.2056737588652
"5529",564842,"Hlinná","Litoměřice",44,141,31.2056737588652
"5530",596701,"Sázava","Žďár nad Sázavou",112,359,31.1977715877437
"5531",583791,"Rozdrojovice","Brno-venkov",180,577,31.1958405545927
"5532",571261,"Kytín","Praha-západ",107,343,31.1953352769679
"5533",584321,"Boleradice","Břeclav",155,497,31.1871227364185
"5534",574350,"Provodov-Šonov","Náchod",207,664,31.1746987951807
"5535",530956,"Opatovice I","Kutná Hora",24,77,31.1688311688312
"5536",539180,"Dobříč","Praha-západ",62,199,31.1557788944724
"5537",590681,"Hrutov","Jihlava",19,61,31.1475409836066
"5538",554774,"Plzeň 8-Černice","Plzeň-město",289,928,31.1422413793103
"5539",559709,"Žilov","Plzeň-sever",71,228,31.140350877193
"5540",573043,"Kněžnice","Jičín",47,151,31.1258278145695
"5541",555169,"Horní Blatná","Karlovy Vary",61,196,31.1224489795918
"5542",598909,"Skály","Strakonice",14,45,31.1111111111111
"5543",552089,"Tovéř","Olomouc",106,341,31.0850439882698
"5544",576280,"Dobřany","Rychnov nad Kněžnou",23,74,31.0810810810811
"5545",531596,"Nižbor","Beroun",321,1033,31.0745401742498
"5546",532355,"Hradečno","Kladno",87,280,31.0714285714286
"5547",513539,"Velká Lečice","Příbram",32,103,31.0679611650485
"5548",538990,"Větrušice","Praha-východ",96,309,31.0679611650485
"5549",580333,"Horní Třešňovec","Ústí nad Orlicí",114,367,31.0626702997275
"5550",580392,"Jamné nad Orlicí","Ústí nad Orlicí",122,393,31.0432569974555
"5551",568481,"Bernartice nad Odrou","Nový Jičín",176,567,31.0405643738977
"5552",542059,"Mlýnské Struhadlo","Klatovy",9,29,31.0344827586207
"5553",532371,"Hřebeč","Kladno",310,999,31.031031031031
"5554",549215,"Želiv","Pelhřimov",202,651,31.0291858678955
"5555",565989,"Hlavenec","Praha-východ",67,216,31.0185185185185
"5556",533025,"Velká Dobrá","Kladno",306,987,31.0030395136778
"5557",587222,"Hubenov","Jihlava",31,100,31
"5558",578134,"Janov","Svitavy",137,442,30.9954751131222
"5559",597058,"Vídeň","Žďár nad Sázavou",79,255,30.9803921568627
"5560",551031,"Brno-sever","Brno-město",6837,22069,30.9801078435815
"5561",564508,"Dubno","Příbram",57,184,30.9782608695652
"5562",597601,"Malá Morávka","Bruntál",166,536,30.9701492537313
"5563",538281,"Kaliště","Praha-východ",48,155,30.9677419354839
"5564",583057,"Hostěnice","Brno-venkov",126,407,30.958230958231
"5565",572292,"Vrážné","Svitavy",13,42,30.952380952381
"5566",579114,"Černý Důl","Trutnov",156,504,30.952380952381
"5567",557846,"Chválenice","Plzeň-město",121,391,30.9462915601023
"5568",583979,"Telnice","Brno-venkov",272,879,30.9442548350398
"5569",551333,"Libějovice","Strakonice",69,223,30.9417040358744
"5570",551139,"Chelčice","Strakonice",56,181,30.939226519337
"5571",533289,"Dobřichov","Kolín",124,401,30.9226932668329
"5572",577197,"Jilemnice","Semily",917,2967,30.9066397034041
"5573",545937,"Lažany","Liberec",42,136,30.8823529411765
"5574",581992,"Lubě","Blansko",21,68,30.8823529411765
"5575",539287,"Choteč","Praha-západ",54,175,30.8571428571429
"5576",536491,"Předměřice nad Jizerou","Mladá Boleslav",107,347,30.835734870317
"5577",505862,"Žerotín","Olomouc",74,240,30.8333333333333
"5578",561932,"Dobrá Voda","Pelhřimov",37,120,30.8333333333333
"5579",586889,"Bílý Kámen","Jihlava",49,159,30.8176100628931
"5580",569429,"Sázavka","Havlíčkův Brod",57,185,30.8108108108108
"5581",535656,"Dlouhá Lhota","Mladá Boleslav",69,224,30.8035714285714
"5582",593966,"Dolní Dubňany","Znojmo",81,263,30.7984790874525
"5583",532312,"Horní Bezděkov","Kladno",117,380,30.7894736842105
"5584",559130,"Kyšice","Plzeň-město",153,497,30.784708249497
"5585",537691,"Ondřejov","Pelhřimov",28,91,30.7692307692308
"5586",548685,"Krchleby","Rychnov nad Kněžnou",16,52,30.7692307692308
"5587",553603,"Studená","Plzeň-sever",8,26,30.7692307692308
"5588",576387,"Kostelecké Horky","Rychnov nad Kněžnou",24,78,30.7692307692308
"5589",580881,"Řetůvka","Ústí nad Orlicí",48,156,30.7692307692308
"5590",549533,"Poteč","Zlín",142,462,30.7359307359307
"5591",583685,"Prace","Brno-venkov",157,511,30.7240704500978
"5592",544477,"Stráž nad Nisou","Liberec",375,1221,30.7125307125307
"5593",537977,"Vrbová Lhota","Nymburk",82,267,30.7116104868914
"5594",535397,"Želízy","Mělník",70,228,30.7017543859649
"5595",551422,"Brno-Ořešín","Brno-město",101,329,30.6990881458967
"5596",585246,"Horní Lhota","Zlín",101,329,30.6990881458967
"5597",583821,"Řícmanice","Brno-venkov",128,417,30.6954436450839
"5598",578363,"Makov","Svitavy",62,202,30.6930693069307
"5599",541281,"Sedlčany","Příbram",1208,3936,30.6910569105691
"5600",560243,"Droužetice","Strakonice",23,75,30.6666666666667
"5601",567728,"Moldava","Teplice",23,75,30.6666666666667
"5602",535206,"Dobrá Voda u Českých Budějovic","České Budějovice",456,1487,30.665770006725
"5603",540188,"Drhovy","Příbram",42,137,30.6569343065693
"5604",572896,"Černá u Bohdanče","Pardubice",76,248,30.6451612903226
"5605",564303,"Pěnčín","Liberec",132,431,30.6264501160093
